Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,CategoryID,Sub-CategoryID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Quantity,Discount%,EmployeeID
4638,CA-2017-168228,2017-04-27 00:00:00.000,2017-04-29 00:00:00.000,First Class,AP-10915,2,2,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10000390,3,0,17
4639,CA-2017-168228,2017-04-27 00:00:00.000,2017-04-29 00:00:00.000,First Class,AP-10915,2,2,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10001725,2,0,17
4950,CA-2017-107125,2017-11-27 00:00:00.000,2017-12-02 00:00:00.000,Standard Class,BD-11320,1,1,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,3,0,17
5145,CA-2017-161333,2017-02-02 00:00:00.000,2017-02-07 00:00:00.000,Standard Class,JL-15835,1,1,John Lee,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003039,2,0,17
5146,CA-2017-161333,2017-02-02 00:00:00.000,2017-02-07 00:00:00.000,Standard Class,JL-15835,2,6,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10000464,4,0,17
5147,CA-2017-161333,2017-02-02 00:00:00.000,2017-02-07 00:00:00.000,Standard Class,JL-15835,2,3,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000252,4,0,17
5346,CA-2017-108539,2017-03-21 00:00:00.000,2017-03-23 00:00:00.000,Second Class,SC-20725,2,6,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003208,4,0,17
5380,CA-2016-136021,2016-08-14 00:00:00.000,2016-08-18 00:00:00.000,Standard Class,JM-15580,2,5,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000551,3,0,17
5406,US-2016-143280,2016-02-22 00:00:00.000,2016-02-26 00:00:00.000,Standard Class,TZ-21580,3,4,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,1,0,17
5407,US-2016-143280,2016-02-22 00:00:00.000,2016-02-26 00:00:00.000,Standard Class,TZ-21580,2,9,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10000992,3,0,17
5426,CA-2016-153598,2016-12-03 00:00:00.000,2016-12-06 00:00:00.000,First Class,NM-18520,3,4,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003870,5,0,17
5427,CA-2016-153598,2016-12-03 00:00:00.000,2016-12-06 00:00:00.000,First Class,NM-18520,1,1,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10001085,6,0,17
6222,US-2017-157224,2017-09-14 00:00:00.000,2017-09-18 00:00:00.000,Second Class,JB-16000,2,7,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,9,0,17
6617,CA-2016-123512,2016-06-17 00:00:00.000,2016-06-19 00:00:00.000,First Class,MV-18190,2,7,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000081,6,0,17
6618,CA-2016-123512,2016-06-17 00:00:00.000,2016-06-19 00:00:00.000,First Class,MV-18190,2,5,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001497,4,0,17
6850,CA-2014-101462,2014-04-20 00:00:00.000,2014-04-25 00:00:00.000,Standard Class,BP-11230,1,1,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000409,4,0,17
7569,CA-2014-133830,2014-12-05 00:00:00.000,2014-12-10 00:00:00.000,Standard Class,RL-19615,2,2,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10003045,9,0,17
7570,CA-2014-133830,2014-12-05 00:00:00.000,2014-12-10 00:00:00.000,Standard Class,RL-19615,2,5,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001363,4,0,17
7571,CA-2014-133830,2014-12-05 00:00:00.000,2014-12-10 00:00:00.000,Standard Class,RL-19615,2,9,Rob Lucas,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10002280,3,0,17
7869,CA-2016-136994,2016-05-27 00:00:00.000,2016-06-02 00:00:00.000,Standard Class,LS-17245,2,5,Lynn Smith,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000575,2,0,17
8102,CA-2015-149846,2015-05-22 00:00:00.000,2015-05-26 00:00:00.000,Standard Class,SB-20185,2,7,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10004484,2,0,17
8104,CA-2015-149846,2015-05-22 00:00:00.000,2015-05-26 00:00:00.000,Standard Class,SB-20185,2,6,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002406,7,0,17
8118,US-2017-113201,2017-06-30 00:00:00.000,2017-07-05 00:00:00.000,Standard Class,TT-21220,2,5,Thomas Thornton,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000675,5,0,17
9058,CA-2015-149097,2015-10-20 00:00:00.000,2015-10-24 00:00:00.000,Standard Class,SV-20785,1,1,Stewart Visinsky,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003424,7,0,17
9231,CA-2017-133718,2017-07-23 00:00:00.000,2017-07-26 00:00:00.000,First Class,TB-21520,2,5,Tracy Blumstein,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002689,9,0,17
9376,CA-2015-126347,2015-12-14 00:00:00.000,2015-12-19 00:00:00.000,Second Class,AJ-10945,3,4,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003063,2,0,17
9610,CA-2016-130638,2016-05-16 00:00:00.000,2016-05-19 00:00:00.000,Second Class,SC-20095,1,1,Sanjit Chand,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10002116,4,0,17
9611,CA-2016-130638,2016-05-16 00:00:00.000,2016-05-19 00:00:00.000,Second Class,SC-20095,2,7,Sanjit Chand,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10002195,9,0,17
9651,CA-2016-107104,2016-11-26 00:00:00.000,2016-11-30 00:00:00.000,Standard Class,MS-17365,2,2,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004269,9,0,17
9652,CA-2016-107104,2016-11-26 00:00:00.000,2016-11-30 00:00:00.000,Standard Class,MS-17365,2,3,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000055,2,0,17
9653,CA-2016-107104,2016-11-26 00:00:00.000,2016-11-30 00:00:00.000,Standard Class,MS-17365,1,1,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10002937,6,0,17
9708,CA-2016-161746,2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,Standard Class,CS-11950,2,2,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10000390,3,0,17
9709,CA-2016-161746,2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,Standard Class,CS-11950,1,1,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003731,2,0,17
9710,CA-2016-161746,2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,Standard Class,CS-11950,2,6,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002743,3,0,17
336,CA-2015-137946,2015-09-01 00:00:00.000,2015-09-04 00:00:00.000,Second Class,DB-13615,3,13,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,2,0,17
3983,CA-2016-135265,2016-07-07 00:00:00.000,2016-07-09 00:00:00.000,Second Class,CC-12370,1,15,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,FUR-CH-10003061,4,0,17
3984,CA-2016-135265,2016-07-07 00:00:00.000,2016-07-09 00:00:00.000,Second Class,CC-12370,3,13,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10003763,5,0,17
7835,CA-2015-106257,2015-04-13 00:00:00.000,2015-04-17 00:00:00.000,Second Class,EB-14110,1,12,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002530,2,0,17
7836,CA-2015-106257,2015-04-13 00:00:00.000,2015-04-17 00:00:00.000,Second Class,EB-14110,3,16,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001494,2,0,17
335,CA-2015-137946,2015-09-01 00:00:00.000,2015-09-04 00:00:00.000,Second Class,DB-13615,2,17,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,1,0,17
337,CA-2015-137946,2015-09-01 00:00:00.000,2015-09-04 00:00:00.000,Second Class,DB-13615,2,17,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,4,0,17
5347,CA-2017-108539,2017-03-21 00:00:00.000,2017-03-23 00:00:00.000,Second Class,SC-20725,2,17,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003981,3,0,17
5348,CA-2017-108539,2017-03-21 00:00:00.000,2017-03-23 00:00:00.000,Second Class,SC-20725,2,17,Steven Cartwright,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001031,2,0,17
9230,CA-2017-133718,2017-07-23 00:00:00.000,2017-07-26 00:00:00.000,First Class,TB-21520,2,17,Tracy Blumstein,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10003429,3,0,17
558,CA-2016-113243,2016-06-10 00:00:00.000,2016-06-15 00:00:00.000,Standard Class,OT-18730,1,12,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10004256,4,0,17
1145,CA-2014-146969,2014-09-29 00:00:00.000,2014-10-03 00:00:00.000,Standard Class,AP-10915,3,14,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004241,2,0,17
1659,CA-2017-161809,2017-01-20 00:00:00.000,2017-01-26 00:00:00.000,Standard Class,TH-21100,3,16,Thea Hendricks,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,3,0,17
1927,US-2016-139710,2016-06-09 00:00:00.000,2016-06-15 00:00:00.000,Standard Class,GM-14680,3,16,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001198,3,0,17
2406,CA-2017-108574,2017-10-07 00:00:00.000,2017-10-11 00:00:00.000,Standard Class,MG-18145,3,16,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003555,7,0,17
2407,CA-2017-108574,2017-10-07 00:00:00.000,2017-10-11 00:00:00.000,Standard Class,MG-18145,3,16,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10000702,10,0,17
2414,CA-2014-151295,2014-11-12 00:00:00.000,2014-11-16 00:00:00.000,Standard Class,JA-15970,1,12,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002356,3,0,17
4309,CA-2014-125829,2014-11-04 00:00:00.000,2014-11-11 00:00:00.000,Standard Class,WB-21850,3,16,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001079,7,0,17
4310,CA-2014-125829,2014-11-04 00:00:00.000,2014-11-11 00:00:00.000,Standard Class,WB-21850,1,12,William Brown,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002041,4,0,17
4313,CA-2014-125829,2014-11-04 00:00:00.000,2014-11-11 00:00:00.000,Standard Class,WB-21850,3,14,William Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10003246,4,0,17
5381,CA-2016-136021,2016-08-14 00:00:00.000,2016-08-18 00:00:00.000,Standard Class,JM-15580,3,14,Jill Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10000423,6,0,17
5405,US-2016-143280,2016-02-22 00:00:00.000,2016-02-26 00:00:00.000,Standard Class,TZ-21580,3,16,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10002398,5,0,17
8103,CA-2015-149846,2015-05-22 00:00:00.000,2015-05-26 00:00:00.000,Standard Class,SB-20185,3,14,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004002,7,0,17
8105,CA-2015-149846,2015-05-22 00:00:00.000,2015-05-26 00:00:00.000,Standard Class,SB-20185,3,16,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003645,6,0,17
9059,CA-2015-149097,2015-10-20 00:00:00.000,2015-10-24 00:00:00.000,Standard Class,SV-20785,1,12,Stewart Visinsky,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10001086,3,0,17
9707,CA-2016-161746,2016-10-21 00:00:00.000,2016-10-27 00:00:00.000,Standard Class,CS-11950,1,15,Carlos Soltero,Consumer,United States,Los Angeles,California,90045,West,FUR-CH-10004626,3,0,17
4311,CA-2014-125829,2014-11-04 00:00:00.000,2014-11-11 00:00:00.000,Standard Class,WB-21850,2,17,William Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001036,3,0,17
4316,CA-2015-115945,2015-06-25 00:00:00.000,2015-07-01 00:00:00.000,Standard Class,AB-10165,2,17,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004330,3,0,17
4949,CA-2017-107125,2017-11-27 00:00:00.000,2017-12-02 00:00:00.000,Standard Class,BD-11320,2,17,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001989,7,0,17
5423,US-2016-163258,2016-12-29 00:00:00.000,2017-01-02 00:00:00.000,Standard Class,PF-19225,2,17,Phillip Flathmann,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10000138,3,0,17
6616,CA-2016-123512,2016-06-17 00:00:00.000,2016-06-19 00:00:00.000,First Class,MV-18190,1,11,Mike Vittorini,Consumer,United States,Los Angeles,California,90045,West,FUR-BO-10004218,2,0,17
9650,CA-2016-107104,2016-11-26 00:00:00.000,2016-11-30 00:00:00.000,Standard Class,MS-17365,1,11,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,FUR-BO-10002213,8,0,17
514,CA-2017-163405,2017-12-21 00:00:00.000,2017-12-25 00:00:00.000,Standard Class,BN-11515,2,2,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003811,3,0,17
515,CA-2017-163405,2017-12-21 00:00:00.000,2017-12-25 00:00:00.000,Standard Class,BN-11515,2,2,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10001246,2,0,17
27,CA-2016-121755,2016-01-16 00:00:00.000,2016-01-20 00:00:00.000,Second Class,EH-13945,3,4,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,3,0,17
1606,US-2016-115819,2016-04-19 00:00:00.000,2016-04-24 00:00:00.000,Second Class,JO-15280,2,2,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000823,3,0,17
1607,US-2016-115819,2016-04-19 00:00:00.000,2016-04-24 00:00:00.000,Second Class,JO-15280,2,2,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10004456,5,0,17
1609,US-2016-115819,2016-04-19 00:00:00.000,2016-04-24 00:00:00.000,Second Class,JO-15280,2,5,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002377,4,0,17
1626,CA-2015-157084,2015-12-19 00:00:00.000,2015-12-24 00:00:00.000,Standard Class,JG-15160,3,4,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10002049,3,0,17
2191,CA-2016-118913,2016-06-25 00:00:00.000,2016-06-29 00:00:00.000,Standard Class,AS-10240,2,3,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10000692,3,0,17
2492,CA-2014-113579,2014-12-13 00:00:00.000,2014-12-15 00:00:00.000,Second Class,KD-16345,2,5,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001457,6,0,17
2709,CA-2015-121797,2015-01-30 00:00:00.000,2015-02-06 00:00:00.000,Standard Class,CC-12145,1,1,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,7,0,17
2944,CA-2017-126242,2017-11-19 00:00:00.000,2017-11-24 00:00:00.000,Standard Class,MC-18100,2,6,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000675,9,0,17
2945,CA-2017-126242,2017-11-19 00:00:00.000,2017-11-24 00:00:00.000,Standard Class,MC-18100,1,1,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10002685,1,0,17
3534,CA-2014-110849,2014-04-18 00:00:00.000,2014-04-23 00:00:00.000,Standard Class,JL-15835,2,2,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002375,4,0,17
3535,CA-2014-110849,2014-04-18 00:00:00.000,2014-04-23 00:00:00.000,Standard Class,JL-15835,2,2,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000657,5,0,17
3536,CA-2014-110849,2014-04-18 00:00:00.000,2014-04-23 00:00:00.000,Standard Class,JL-15835,2,9,John Lee,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10000134,2,0,17
3565,CA-2016-130029,2016-07-03 00:00:00.000,2016-07-06 00:00:00.000,First Class,GT-14755,2,5,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000552,2,0,17
3566,CA-2016-130029,2016-07-03 00:00:00.000,2016-07-06 00:00:00.000,First Class,GT-14755,2,9,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001135,2,0,17
4481,CA-2016-109365,2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,Standard Class,XP-21865,2,9,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001561,7,0,17
4482,CA-2016-109365,2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,Standard Class,XP-21865,2,3,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10002998,2,0,17
4484,CA-2016-109365,2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,Standard Class,XP-21865,2,5,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001725,3,0,17
4486,CA-2016-109365,2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,Standard Class,XP-21865,2,5,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000477,3,0,17
4487,CA-2016-109365,2016-11-03 00:00:00.000,2016-11-08 00:00:00.000,Standard Class,XP-21865,2,5,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10004359,3,0,17
4709,CA-2017-138149,2017-06-29 00:00:00.000,2017-06-30 00:00:00.000,First Class,WB-21850,2,6,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10002974,3,0,17
4710,CA-2017-138149,2017-06-29 00:00:00.000,2017-06-30 00:00:00.000,First Class,WB-21850,2,2,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000255,2,0,17
4711,CA-2017-138149,2017-06-29 00:00:00.000,2017-06-30 00:00:00.000,First Class,WB-21850,3,4,William Brown,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001284,3,0,17
5328,CA-2014-130813,2014-01-06 00:00:00.000,2014-01-08 00:00:00.000,Second Class,LS-17230,2,5,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002005,3,0,17
5737,CA-2014-148614,2014-01-20 00:00:00.000,2014-01-25 00:00:00.000,Standard Class,MV-17485,2,5,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,2,0,17
5738,CA-2014-148614,2014-01-20 00:00:00.000,2014-01-25 00:00:00.000,Standard Class,MV-17485,1,1,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,2,0,17
5941,CA-2017-112431,2017-10-12 00:00:00.000,2017-10-14 00:00:00.000,Second Class,RW-19690,3,4,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001465,12,0,17
5942,CA-2017-112431,2017-10-12 00:00:00.000,2017-10-14 00:00:00.000,Second Class,RW-19690,2,2,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000940,2,0,17
6009,CA-2015-135580,2015-12-30 00:00:00.000,2016-01-03 00:00:00.000,Standard Class,CL-12565,2,5,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000595,3,0,17
6010,CA-2015-135580,2015-12-30 00:00:00.000,2016-01-03 00:00:00.000,Standard Class,CL-12565,2,6,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000798,3,0,17
6012,CA-2015-135580,2015-12-30 00:00:00.000,2016-01-03 00:00:00.000,Standard Class,CL-12565,2,10,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-EN-10003296,3,0,17
6030,US-2016-112970,2016-11-14 00:00:00.000,2016-11-15 00:00:00.000,First Class,TB-21250,2,2,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003829,3,0,17
6160,CA-2016-161025,2016-12-03 00:00:00.000,2016-12-09 00:00:00.000,Standard Class,GM-14440,2,6,Gary McGarr,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001932,4,0,17
7237,CA-2014-138737,2014-12-07 00:00:00.000,2014-12-10 00:00:00.000,First Class,FP-14320,2,2,Frank Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003190,3,0,17
7245,US-2017-151127,2017-05-22 00:00:00.000,2017-05-25 00:00:00.000,First Class,RL-19615,2,2,Rob Lucas,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10002445,7,0,17
7393,CA-2017-147844,2017-05-02 00:00:00.000,2017-05-06 00:00:00.000,Standard Class,DD-13570,2,5,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003016,5,0,17
7394,CA-2017-147844,2017-05-02 00:00:00.000,2017-05-06 00:00:00.000,Standard Class,DD-13570,2,2,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10001615,3,0,17
7395,CA-2017-147844,2017-05-02 00:00:00.000,2017-05-06 00:00:00.000,Standard Class,DD-13570,2,5,Dorothy Dickinson,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002713,5,0,17
8055,CA-2015-121188,2015-08-28 00:00:00.000,2015-09-04 00:00:00.000,Standard Class,CB-12025,2,6,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001490,5,0,17
8057,CA-2015-121188,2015-08-28 00:00:00.000,2015-09-04 00:00:00.000,Standard Class,CB-12025,2,6,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000736,9,0,17
8060,CA-2015-121188,2015-08-28 00:00:00.000,2015-09-04 00:00:00.000,Standard Class,CB-12025,1,1,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003981,2,0,17
8492,CA-2017-106824,2017-07-07 00:00:00.000,2017-07-11 00:00:00.000,Standard Class,AT-10735,2,9,Annie Thurman,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001135,3,0,17
9666,CA-2017-157448,2017-11-16 00:00:00.000,2017-11-20 00:00:00.000,Standard Class,LC-16885,1,1,Lena Creighton,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003268,3,0,17
9667,CA-2017-157448,2017-11-16 00:00:00.000,2017-11-20 00:00:00.000,Standard Class,LC-16885,1,1,Lena Creighton,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001847,3,0,17
